name_id,安非他命,保證金,報導,背信,背信罪,被害人,編輯,併科,查扣,褫奪公權,出境,串證,調查處,調查局,定讞,訂購,毒品,二審,罰金,販毒,複訊,改判,高分院,公斤,公庫,國安局,合議庭,黑道,華航,緩刑,回扣,賄款,貨款,羈押,記者,減刑,檢調,交保,交易法,繳回,禁見,誆稱,廉政署,沒收,內線,潛逃,侵占,請回,取財,人頭,認罪,聲押,收賄,收受,收押,受騙,搜索,貪污,通緝,徒刑,偽造,文書,吸,吸金,洗錢,行賄,佯稱,易科,銀行法,有期徒刑,諭令,約談,詐貸,詐領,詐騙,詐欺,詐欺罪,詐取,招待,招攬,偵結,證交法,支票,治罪,重判,主嫌,走私
1293,0,0,0.4636633473511525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4414402105664423,0,1.675154984091116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.034528984999013,0,0,0,0,0,1.9565674435293015,0,0,0,0,0,0,0,0,0,0,1.6564628510789632,0,0,0,0,0,0,0
1294,0,0,0.4359607448018166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41433828078865087,0,1.5850038870968184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.179710994843511,0,0,0,0,0,2.0900988361538237,0,0,0,0,0,0,0,0,0,0,1.567909453737518,0,0,0,0,0,0,0
1297,0,0,0.16064996415258267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14418868709851052,0,0.891856706536873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.313242387468034,0,0,0,0,0,2.4265710727750367,0,0,0,0,0,0,0,0,0,0,4.546834608975128,0,0,0,0,0,0,0
1298,0,0,0.15650917148655122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1401153617108748,0,0.8832729628454814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2781510676567636,0,0,0,0,0,2.3873503596217556,0,0,0,0,0,0,0,0,0,0,4.952299717083292,0,0,0,0,0,0,0
1299,0,0,0.1401153617108748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1239859797809913,0,0.8496563520464965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1489393361767575,0,0,0,0,0,2.2442495159810822,0,0,0,0,0,0,0,0,0,0,4.259152536523347,0,0,0,0,0,0,0
1300,0,0,3.8140425970679424,0,0,0.6018557603505381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.912654885736052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2750687260096663,0,0.5306282510621704,0,0,0,0,0,0,2.109294504829517,0,0,0,0.707962266345086,0,0,0,0,0,0,0,0,1.821612432377736,0,0,0,0,0,0,0.4353180712578455,0,0,0,0
1301,0,0,4.507189777627888,0,0,0.622195444587661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.912654885736052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3153426251476064,0,0.5495562609476893,0,0,0,0,0,0,2.204604684633842,0,0,0,0.7306047430948457,0,0,0,0,0,0,0,0,1.8922299995916896,0,0,0,0,0,0,0.45251047179821846,0,0,0,0
1302,0,0,2.966744736680739,0,0,0.7306047430948457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.772588722239781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.545359055749578,0,0.6499750086947366,0,0,0,0,0,0,2.8977518651937872,0,0,0,0.8522118751896328,0,0,0,0,0,0,0,0,2.347705528274515,0,0,0,0,0,0,0.5432070332690304,0,0,0,0
1303,0,0,2.109294504829517,0,0,0.8873031950009029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0222831278398874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.942240420166351,0,0.7936177109235798,0,0,0,0,0,0,3.8140425970679424,0,0,0,1.0310910877926145,0,0,0,0,0,0,0,0,3.6598919172406843,0,0,0,0,0,0,0.6713281331653056,0,0,0,0
1304,0,0,1.4314147964003603,0,0,1.2237754316221157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6598919172406843,0,1.0949425597791473,0,0,0,0,0,0,1.9682159065696117,0,0,0,1.4314147964003603,0,0,0,0,0,0,0,0,2.309965200291668,0,0,0,0,0,0,0.9329732318340913,0,0,0,0
1307,0,0,1.0310910877926145,0,0,1.7346010553881064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000631880307906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.309965200291668,0,1.5282646223902778,0,0,0,0,0,0,1.3573068242466384,0,0,0,2.109294504829517,0,0,0,0,0,0,0,0,1.5282646223902778,0,0,0,0,0,0,1.2883139527596867,0,0,0,0
1309,0,0,0.8100115206992563,0,0,2.4277482359480516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7855205006909604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6739764335716716,0,2.050454004806584,0,0,0,0,0,0,1.0625072840259935,0,0,0,3.4085774889597777,0,0,0,0,0,0,0,0,1.4314147964003603,0,0,0,0,0,0,1.6739764335716716,0,0,0,0
1310,0,0,0.7774883289936962,0,0,2.6100697927420065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7855205006909604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5984688810635264,0,2.171814861810851,0,0,0,0,0,0,1.0208345876254254,0,0,0,3.996364153861897,0,0,0,0,0,0,0,0,1.494928202122686,0,0,0,0,0,0,1.7556544645859389,0,0,0,0
1313,0,0,0.4467467670814683,0,0,2.171814861810851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2883139527596867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9614111671546247,0,4.507189777627888,0,0,0,0,0,0,0.6153694795172611,0,0,0,2.715430308399833,0,0,0,0,0,0,0,0,3.120895416507997,0,0,0,0,0,0,4.219507705176107,0,0,0,0
1314,0,0,0.08834916983128974,0,0,0.9423629721839302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.912654885736052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4184162604552423,0,1.3017369730918276,0,0,0,0,0,0,0.2031246844237178,0,0,0,1.0732025731427415,0,0,0,0,0,0,0,0,3.2079067934976266,0,0,0,0,0,0,1.2363542138289758,0,0,0,0
1315,0,0,2.833213344056216,0,0,0,0,0,0,0,0,0,0.8784142475836566,0,0,0,0,0,0,0,3.8140425970679424,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3032169733019514,0,3.8140425970679424,3.4085774889597777,0,0,0,0,0,0,3.5263605246161616,0,0,0.64295743603609,0,1.2883139527596867,0,0,0,0,0,0,0.8436281314982411,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5114575040738967,4.219507705176107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,0,0,3.8140425970679424,0,0,0,0,0,0,0,0,0,0.9710730780663616,0,0,0,0,0,0,0,3.8140425970679424,0,0,0,0,0,0,0,0,0,0,0,0,0,4.912654885736052,0,2.833213344056216,4.507189777627888,0,0,0,0,0,0,2.715430308399833,0,0,0.7154529380742435,0,1.4314147964003603,0,0,0,0,0,0,0.9329732318340913,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6937790608678511,2.966744736680739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,0,0,2.4703078503668476,0,0,0,0,0,0,0,0,0,1.2750687260096663,0,0,0,0,0,0,0,2.5147596129376812,0,0,0,0,0,0,0,0,0,0,0,0,0,2.347705528274515,0,2.2385062363095236,2.2735975561207935,0,0,0,0,0,0,1.7991395765256775,0,0,0.9423629721839302,0,1.9682159065696117,0,0,0,0,0,0,1.2237754316221157,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4703078503668476,1.8922299995916896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,0,0,2.347705528274515,0,0,0,0,0,0,0,0,0,1.3153426251476064,0,0,0,0,0,0,0,2.661363087129557,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2385062363095236,0,2.347705528274515,2.3869262414277963,0,0,0,0,0,0,1.7346010553881064,0,0,0.9710730780663616,0,2.050454004806584,0,0,0,0,0,0,1.2619966444423136,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6100697927420065,1.821612432377736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,0,0,2.309965200291668,0,0,0,0,0,0,0,0,0,1.329135947279942,0,0,0,0,0,0,0,2.715430308399833,0,0,0,0,0,0,0,0,0,0,0,0,0,2.204604684633842,0,2.3869262414277963,2.4277482359480516,0,0,0,0,0,0,1.7139817681853706,0,0,0.9808292530117262,0,2.0794415416798357,0,0,0,0,0,0,1.2750687260096663,0,0,0,0,0,0,0,0,0,0,0,0,0,2.661363087129557,1.7991395765256775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,0,0,1.6355101527438753,0,0,0,0,0,0,0,0,0,1.7771606698069022,0,0,0,0,0,0,0,3.3032169733019514,0,0,0,0,0,0,0,0,0,0,0,0,0,1.580450375560848,0,4.507189777627888,4.219507705176107,0,0,0,0,0,0,1.2883139527596867,0,0,1.2750687260096663,0,3.5263605246161616,0,0,0,0,0,0,1.6937790608678511,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4085774889597777,1.6355101527438753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,0,0,0.9423629721839302,0,0,0,0,0,0,0,0,0,3.4085774889597777,0,0,0,0,0,0,0,3.5263605246161616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9144541840668535,0,1.580450375560848,2.833213344056216,0,0,0,0,0,0,2.2385062363095236,0,0,2.4703078503668476,0,1.7556544645859389,0,0,0,0,0,0,3.996364153861897,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4085774889597777,4.912654885736052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,0,0,0.9329732318340913,0,0,0,0,0,0,0,0,0,3.3032169733019514,0,0,0,0,0,0,0,3.6598919172406843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9053217005035811,0,1.562750798461447,2.8977518651937872,0,0,0,0,0,0,2.2735975561207935,0,0,2.5147596129376812,0,1.7346010553881064,0,0,0,0,0,0,3.8140425970679424,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5263605246161616,4.507189777627888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,0,0,0.9236708391717776,0,0,0,0,0,0,0,0,0,3.2079067934976266,0,0,0,0,0,0,0,3.8140425970679424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8962718649836631,0,1.545359055749578,2.966744736680739,0,0,0,0,0,0,2.309965200291668,0,0,2.5612796285725743,0,1.7139817681853706,0,0,0,0,0,0,3.6598919172406843,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6598919172406843,4.219507705176107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,0,0,0.2445099005865722,0,0,0,0,0,0,0,0,0,0.8522118751896328,0,0,0,0,0,0,0,3.4085774889597777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23052365861183235,0,0.5120518654892351,2.661363087129557,0,0,0,0,0,0,4.507189777627888,0,0,1.1514547700424898,0,0.5688494638823682,0,0,0,0,0,0,0.8873031950009029,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3032169733019514,0.9144541840668535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,0,0,0.1897016640915772,0,0,0,0,0,0,0,0,0,0.7537718023763802,0,0,0,0,0,0,0,3.996364153861897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1764564373415565,0,0.44101609237248324,3.6598919172406843,0,0,0,0,0,0,3.2079067934976266,0,0,1.0208345876254254,0,0.49381427793945404,0,0,0,0,0,0,0.7855205006909604,0,0,0,0,0,0,0,0,0,0,0,0,0,4.219507705176107,0.8100115206992563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,0,0,0.1764564373415565,0,0,0,0,0,0,0,0,0,0.7306047430948457,0,0,0,0,0,0,0,3.5263605246161616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16338435577420385,0,0.42401851600391216,4.219507705176107,0,0,0,0,0,0,2.966744736680739,0,0,0.9906815494547377,0,0.47590335137292383,0,0,0,0,0,0,0.7616149798374059,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6598919172406843,0.7855205006909604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,0,0,0.17208006274175758,0,0,0,0,0,0,0,0,0,0.7230001437096264,0,0,0,0,0,0,0,3.4085774889597777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15906469462968748,0,0.4184162604552423,4.507189777627888,0,0,0,0,0,0,2.8977518651937872,0,0,0.9808292530117262,0,0.47000362924573563,0,0,0,0,0,0,0.7537718023763802,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5263605246161616,0.7774883289936962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,0,0,2.315007612992603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.349926716949016,0,0,0,0,0,0,0,1.5418177247591212,0,0,0,0,0,0,0.8202326088786424,2.720472721100767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16034265007517928,1.731861327646986,1.7088718094222872,0,0,0,0,0,0.13647516866853593,0,1.415523999434829,0,0,0,0,0,1.7553918250571803,0,0,0,0,0,0,0,0,0,0,0
1338,0,0,2.720472721100767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4857282581080775,0,0,0,0,0,0,0,1.7088718094222872,0,0,0,0,0,0,0.8979415932059586,3.4136199016607125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19975661861605593,1.9377133818511347,1.9095425048844386,0,0,0,0,0,0.17494144949633206,0,1.5612358106162227,0,0,0,0,0,1.9667009187243871,0,0,0,0,0,0,0,0,0,0,0
1341,0,0,3.190476350346503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0590742388554024,0,0,0,0,0,0,0,2.4973291697865574,0,0,0,0,0,0,1.1755733298042381,2.85400411372529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3282754694170344,3.095166170542178,3.0081547935525483,0,0,0,0,0,0.30010459245033816,0,2.1972245773362196,0,0,0,0,0,3.190476350346503,0,0,0,0,0,0,0,0,0,0,0
1342,0,0,2.0273255405408217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.295836866004329,0,0,0,0,0,0,0,4.1067670822206574,0,0,0,0,0,0,1.5227695297884265,1.9095425048844386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46262352194811296,2.928112085879012,3.0081547935525483,0,0,0,0,0,0.4304664103135816,0,3.883623530906448,0,0,0,0,0,2.85400411372529,0,0,0,0,0,0,0,0,0,0,0
1343,0,0,1.5418177247591212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.928112085879012,0,0,0,0,0,0,0,2.315007612992603,0,0,0,0,0,0,1.9965538818740682,1.4677097526053993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6027123151187948,1.9965538818740682,2.0273255405408217,0,0,0,0,0,0.5658077581833438,0,2.6598480992843325,0,0,0,0,0,1.9667009187243871,0,0,0,0,0,0,0,0,0,0,0
1344,0,0,0.9287132518727123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4500101755059984,0,0,0,0,0,0,0,1.2735537381644417,0,0,0,0,0,0,2.928112085879012,0.887891257352457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0044250736084086,1.1492560214868646,1.1623281030542174,0,0,0,0,0,0.9497666610705444,0,1.3821875791672371,0,0,0,0,0,1.1363526166509568,0,0,0,0,0,0,0,0,0,0,0
1345,0,0,0.46262352194811296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8554752836141626,0,0,0,0,0,0,0,2.720472721100767,0,0,0,0,0,0,1.2445662012911893,0.4368156379922405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0273255405408217,2.3575672274113986,2.315007612992603,0,0,0,0,0,1.8821435306963241,0,1.9667009187243871,0,0,0,0,0,2.4020189899822326,0,0,0,0,0,0,0,0,0,0,0
1346,0,0,0.34556696652709545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.548622464174108,0,0,0,0,0,0,0,3.883623530906448,0,0,0,0,0,0,1.0044250736084086,0.32257744830239665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.928112085879012,4.1067670822206574,3.883623530906448,0,0,0,0,0,2.6026896854443837,0,2.785011242238338,0,0,0,0,0,4.394449154672439,0,0,0,0,0,0,0,0,0,0,0
1347,0,0,2.844355520609458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.195730777772936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16529285638050017,0.08978530387235505,0,0,0,0,0,0,0,0,0,0
1348,0,0,3.4909826855345103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.195730777772936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19851850400882048,0.12055696253910873,0,0,0,0,0,0,0,0,0,0
1349,0,0,4.790265669664771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.195730777772936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2259174781969349,0.14587477052339864,0,0,0,0,0,0,0,0,0,0
1350,0,0,3.2498206287176226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.055664614276665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27940616314792116,0.19514581953018123,0,0,0,0,0,0,0,0,0,0
1352,0,0,2.9831534913471307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.062595033026967,0,1.5072469715375532,0,0,0,0,0,0,0,0,0,1.712690945752362,0,0,0,0,0,0,3.809832064531599,0,0,0.1950605825713843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,0,0,3.1166848839716534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.062595033026967,0,1.5362345084108053,0,0,0,0,0,0,0,0,0,1.7484090283544411,0,0,0,0,0,0,4.146304301152812,0,0,0.20278262866529465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,0,0,3.809832064531599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4531571205928664,0,1.8639219154762856,0,0,0,0,0,0,0,0,0,2.1722232751308024,0,0,0,0,0,0,3.963982744358857,0,0,0.2792786616554014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,0,0,1.8044984950054848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7484090283544411,0,4.3694478524670215,0,0,0,0,0,0,0,0,0,3.3578469407885416,0,0,0,0,0,0,2.0421701468826043,0,0,0.48788405452358385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,0,0,1.5660874715604867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5216357089896526,0,3.270835563798912,0,0,0,0,0,0,0,0,0,2.5368663887187113,0,0,0,0,0,0,1.7484090283544411,0,0,0.5627853626967018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,0,0,1.5072469715375532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465282772438521,0,2.9831534913471307,0,0,0,0,0,0,0,0,0,2.388446383600438,0,0,0,0,0,0,1.6782047696811926,0,0,0.5852582185487605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,0,0,1.465282772438521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.425008873300581,0,2.8653704556907473,0,0,0,0,0,0,0,0,0,2.2900063107871858,0,0,0,0,0,0,1.6286078285418206,0,0,0.6024506190891331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,0,0,1.4382541000506017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3990333868973204,0,2.9831534913471307,0,0,0,0,0,0,0,0,0,2.2293816889707507,0,0,0,0,0,0,1.5968591302272404,0,0,0.6140786570842524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,0,0,1.1210132253572764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.092303119474845,0,3.1166848839716534,0,0,0,0,0,0,0,0,0,1.6286078285418206,0,0,0,0,0,0,1.2339536365378718,0,0,0.7928975833270048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,0,0,0.927428476284611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903711949667295,0,2.1722232751308024,0,0,0,0,0,0,0,0,0,1.3249254147435987,0,0,0,0,0,0,1.0195437651924166,0,0,0.9599516679901711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,0,0,0.8805448903857606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8579024136360008,0,2.018072595303544,0,0,0,0,0,0,0,0,0,1.255932543256647,0,0,0,0,0,0,0.9682504708048661,0,0,1.0108100852236621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,0,0,0.8579024136360008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8357612877587873,0,1.9490797238165924,0,0,0,0,0,0,0,0,0,1.223142720433656,0,0,0,0,0,0,0.9435578582144946,0,0,1.0372433422918177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,0,0,0.5246335967323255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508718141426426,0,3.809832064531599,0,0,0,0,0,0,0,0,0,0.7721355918785756,0,0,0,0,0,0,0.5852582185487605,0,0,1.6782047696811926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,0,0,0.38976619856506073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3758448600464525,0,3.676300671907076,0,0,0,0,0,0,0,0,0,0.6024506190891331,0,0,0,0,0,0,0.44253623454512486,0,0,2.2900063107871858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,0,0,0.29615669944275325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2834715399154374,0,4.657129924918802,0,0,0,0,0,0,0,0,0,0.48788405452358385,0,0,0,0,0,0,0.34409616173187235,0,0,3.3578469407885416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,0,0,0.12095261041766249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11029531594367444,0,2.1448243009426875,0,0,0,0,0,0,0,0,0,0.2792786616554014,0,0,0,0,0,0,0.161030833985073,0,0,2.1722232751308024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,0,0,2.976804263668472,0,0,0,0,0,0.5399068330668325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8895805815465812,0,0,0,0,0,0,0,0,0,0,3.184443628446717,0,0,0,0,0,0,0,0,1.6062582595167207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7240412951731041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,0,0,3.184443628446717,0,0,0,0,0,0.556436135018043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9131110789567753,0,0,0,0,0,0,0,0,0,0,3.4468078929142076,0,0,0,0,0,0,0,0,1.6550484236861527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7791010723561316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
